id	condition	treatment	day	bwc	burrowing	nesting	dscore	fcm
SK203+t	panc. cancer (+t)	none	18	103.5460993	152.5773196	4	0	1033.62
SK203+t	panc. cancer (+t)	none	34	104.6099291	103.0927835	5	0	871.92
SK204+t	panc. cancer (+t)	none	-1	100	100	5	0	1645.14
SK204+t	panc. cancer (+t)	none	0	100.3773585	28	4	5	2225.58
SK204+t	panc. cancer (+t)	none	1	98.86792453	85	5	0	1983.66
SK204+t	panc. cancer (+t)	none	2	99.24528302	67.5	5	0	1793.4
SK204+t	panc. cancer (+t)	none	4	101.1320755	87	5	0	1241.94
SK204+t	panc. cancer (+t)	none	18	102.6415094	37.5	5	0	1611.54
SK204+t	panc. cancer (+t)	none	34	103.0188679	55	5	0	1751.4
SK208+t	panc. cancer (+t)	none	-1	100	100	5	0	535.92
SK208+t	panc. cancer (+t)	none	0	100.7380074	30	5	5	549.78
SK208+t	panc. cancer (+t)	none	1	98.52398524	100	5	0	1155.42
SK208+t	panc. cancer (+t)	none	2	100.3690037	100	5	0	422.1
SK208+t	panc. cancer (+t)	none	4	100.7380074	100	5	0	459.48
SK208+t	panc. cancer (+t)	none	18	103.3210332	81	5	0	775.74
SK208+t	panc. cancer (+t)	none	34	101.4760148	33	2	0	1429.68
SK209+t	panc. cancer (+t)	none	-1	100	100	5	0	482.58
SK209+t	panc. cancer (+t)	none	0	98.16176471	27.04081633	4	5	1151.22
SK209+t	panc. cancer (+t)	none	1	98.89705882	100.5102041	5	0	777.84
SK209+t	panc. cancer (+t)	none	2	98.52941176	102.0408163	5	0	895.44
SK209+t	panc. cancer (+t)	none	4	100.3676471	102.0408163	5	0	1587.6
SK209+t	panc. cancer (+t)	none	18	101.8382353	92.85714286	5	0	1157.52
SK209+t	panc. cancer (+t)	none	34	106.25	100.5102041	5	0	647.22
SK210+t	panc. cancer (+t)	none	-1	100	100	5	0	969.36
SK210+t	panc. cancer (+t)	none	0	100.3460208	38	5	5	1713.18
SK210+t	panc. cancer (+t)	none	1	99.30795848	100	5	0	894.6
SK210+t	panc. cancer (+t)	none	2	100.6920415	100	4	0	1084.44
SK210+t	panc. cancer (+t)	none	4	102.0761246	100	4	0	901.32
SK210+t	panc. cancer (+t)	none	18	103.4602076	96	5	0	711.9
SK210+t	panc. cancer (+t)	none	34	101.7301038	100	3	0	591.36
JE01	panc. cancer	Sham (CHC + Met)	-1	100	100	5	0	462.84
JE01	panc. cancer	Sham (CHC + Met)	0	96.27118644	88	3	0	1283.1
JE01	panc. cancer	Sham (CHC + Met)	1	95.93220339	74	5	0	918.54
JE01	panc. cancer	Sham (CHC + Met)	2	94.91525424	92.5	6	0	753.48
JE01	panc. cancer	Sham (CHC + Met)	4	95.25423729	97.5	4	0	1093.26
JE01	panc. cancer	Sham (CHC + Met)	18	95.59322034	100	3	0	932.4
JE01	panc. cancer	Sham (CHC + Met)	34	95.25423729	81.5	3	0	1163.82
JE03	panc. cancer	Sham (CHC + Met)	-1	100	100	3	0	460.74
JE03	panc. cancer	Sham (CHC + Met)	0	102.4647887	69.5	4	0	1213.38
JE03	panc. cancer	Sham (CHC + Met)	1	103.5211268	100	5	0	1164.24
JE03	panc. cancer	Sham (CHC + Met)	2	100.7042254	100	4	0	701.82
JE03	panc. cancer	Sham (CHC + Met)	4	101.7605634	90	4	0	572.88
JE03	panc. cancer	Sham (CHC + Met)	18	99.64788732	100	3	0	703.5
JE03	panc. cancer	Sham (CHC + Met)	34	103.1690141	100	1	0	513.24
JE07	panc. cancer	Sham (CHC + Met)	-1	100	100	4	0	797.58
JE07	panc. cancer	Sham (CHC + Met)	0	97.84172662	91	3	0	681.66
JE07	panc. cancer	Sham (CHC + Met)	1	96.04316547	100	3	0	1535.94
JE07	panc. cancer	Sham (CHC + Met)	2	95.68345324	100	4	0	855.96
JE07	panc. cancer	Sham (CHC + Met)	4	99.28057554	89.5	3	0	561.54
JE07	panc. cancer	Sham (CHC + Met)	18	99.64028777	97	4	0	512.82
JE07	panc. cancer	Sham (CHC + Met)	34	98.92086331	100	4	0	585.9
JE08	panc. cancer	Sham (CHC + Met)	-1	100	100	5	0	725.76
JE08	panc. cancer	Sham (CHC + Met)	0	98.56115108	58.88324873	5	0	637.98
JE08	panc. cancer	Sham (CHC + Met)	1	97.84172662	100.5076142	4	0	687.12
JE08	panc. cancer	Sham (CHC + Met)	2	96.76258993	97.96954315	5	0	1286.46
JE08	panc. cancer	Sham (CHC + Met)	4	96.04316547	101.5228426	4	0	318.36
JE08	panc. cancer	Sham (CHC + Met)	18	98.92086331	101.5228426	5	0	370.86
JE08	panc. cancer	Sham (CHC + Met)	34	98.56115108	101.5228426	5	0	695.52
JE18	panc. cancer	Sham (CHC + Met)	-1	100	100	2	0	631.26
JE18	panc. cancer	Sham (CHC + Met)	0	101.1627907	0	3	0	2628.36
JE18	panc. cancer	Sham (CHC + Met)	1	111.627907	19.41747573	5	0	1246.14
JE18	panc. cancer	Sham (CHC + Met)	2	100.7751938	161.1650485	6	0	708.54
JE18	panc. cancer	Sham (CHC + Met)	4	100.7751938	0	3	0	646.8
JE18	panc. cancer	Sham (CHC + Met)	18	102.3255814	175.7281553	4	0	653.52
JE18	panc. cancer	Sham (CHC + Met)	34	100.3875969	118.4466019	4	0	643.44
EW05	panc. cancer	Sham (CHC + Met)	-1	100	100	4	0	794.22
EW05	panc. cancer	Sham (CHC + Met)	0	94.54545455	2.684563758	1	0	2721.18
EW05	panc. cancer	Sham (CHC + Met)	1	97.45454545	117.4496644	5	0	781.62
EW05	panc. cancer	Sham (CHC + Met)	2	97.45454545	48.32214765	3	0	1059.24
EW05	panc. cancer	Sham (CHC + Met)	4	96	18.12080537	4	0	952.98
EW05	panc. cancer	Sham (CHC + Met)	18	93.45454545	108.7248322	4	0	593.88
EW05	panc. cancer	Sham (CHC + Met)	34	90.54545455	110.738255	3	0	694.26
EW07	panc. cancer	Sham (CHC + Met)	-1	100	100	3	0	789.18
EW07	panc. cancer	Sham (CHC + Met)	0	102.8070175	42.22222222	4	0	1705.62
EW07	panc. cancer	Sham (CHC + Met)	1	102.4561404	87.77777778	5	0	709.8
EW07	panc. cancer	Sham (CHC + Met)	2	101.0526316	110.5555556	5	0	878.22
EW07	panc. cancer	Sham (CHC + Met)	4	101.0526316	18.33333333	4	0	518.28
EW07	panc. cancer	Sham (CHC + Met)	18	97.19298246	45	4	0	938.7
EW07	panc. cancer	Sham (CHC + Met)	34	93.33333333	77.77777778	3	0	933.24
JE17	panc. cancer	CHC + Met	-1	100	100	5	0	627.06
JE17	panc. cancer	CHC + Met	0	101.0830325	0	3	0	1974
JE17	panc. cancer	CHC + Met	1	100	73.17073171	4	0	1317.12
JE17	panc. cancer	CHC + Met	2	100	57.92682927	4	0	1141.98
JE17	panc. cancer	CHC + Met	4	100	38.41463415	2	0	646.8
JE17	panc. cancer	CHC + Met	18	97.83393502	118.4146341	3	0	461.58
JE17	panc. cancer	CHC + Met	34	95.30685921	89.02439024	3	0	385.56
JE19	panc. cancer	CHC + Met	-1	100	100	4	0	982.38
JE19	panc. cancer	CHC + Met	0	93.89312977	0	1	0	1714.02
JE19	panc. cancer	CHC + Met	1	96.18320611	50.77720207	3	0	473.34
JE19	panc. cancer	CHC + Met	2	94.65648855	96.37305699	4	0	941.64
JE19	panc. cancer	CHC + Met	4	93.12977099	91.70984456	4	0	1130.64
JE19	panc. cancer	CHC + Met	18	94.65648855	103.626943	3	0	927.78
JE19	panc. cancer	CHC + Met	34	95.03816794	48.1865285	4	0	735.84
JE04	panc. cancer	CHC + Met	-1	100	100	6	0	506.52
JE04	panc. cancer	CHC + Met	0	100.3731343	68.29268293	6	0	538.86
JE04	panc. cancer	CHC + Met	1	100.3731343	101.6260163	3	0	1102.08
JE04	panc. cancer	CHC + Met	2	100	96.74796748	4	0	664.86
JE04	panc. cancer	CHC + Met	4	100.7462687	0	4	0	582.12
JE04	panc. cancer	CHC + Met	18	100.7462687	53.65853659	5	0	446.04
JE04	panc. cancer	CHC + Met	34	101.119403	5.691056911	4	0	649.32
JE05	panc. cancer	CHC + Met	-1	100	100	4	0	605.64
JE05	panc. cancer	CHC + Met	0	99.63768116	47	5	0	1067.22
JE05	panc. cancer	CHC + Met	1	98.55072464	100	5	0	905.94
JE05	panc. cancer	CHC + Met	2	99.27536232	82	5	0	1066.38
JE05	panc. cancer	CHC + Met	4	98.55072464	19	3	0	876.54
JE05	panc. cancer	CHC + Met	18	96.01449275	100	4	0	924
JE05	panc. cancer	CHC + Met	34	96.01449275	80	5	0	564.06
JE06	panc. cancer	CHC + Met	-1	100	100	6	0	981.54
JE06	panc. cancer	CHC + Met	0	91.63498099	23.5	3	0	1908.9
JE06	panc. cancer	CHC + Met	1	98.09885932	70	4	2	1190.7
JE06	panc. cancer	CHC + Met	2	96.57794677	68	4	2	1057.14
JE06	panc. cancer	CHC + Met	4	98.47908745	70	3	2	627.06
JE06	panc. cancer	CHC + Met	18	93.53612167	100	4	2	821.1
JE06	panc. cancer	CHC + Met	34	95.43726236	86.5	5	2	501.06
EW08	panc. cancer	CHC + Met	-1	100	100	4	0	720.72
EW08	panc. cancer	CHC + Met	0	99.28571429	88	5	0	824.88
EW08	panc. cancer	CHC + Met	1	99.28571429	100	3	0	477.12
EW08	panc. cancer	CHC + Met	2	99.28571429	100	5	0	526.68
EW08	panc. cancer	CHC + Met	4	91.78571429	88	5	0	528.36
EW08	panc. cancer	CHC + Met	18	95.35714286	92.5	5	0	1013.46
EW08	panc. cancer	CHC + Met	34	94.64285714	98.5	5	0	943.32
EW09	panc. cancer	CHC + Met	-1	100	100	4	0	650.58
EW09	panc. cancer	CHC + Met	0	99.25925926	33	5	0	2398.62
EW09	panc. cancer	CHC + Met	1	100.7407407	91	4	0	985.74
EW09	panc. cancer	CHC + Met	2	99.25925926	100	4	0	1097.04
EW09	panc. cancer	CHC + Met	4	101.8518519	34.5	6	0	1089.9
EW09	panc. cancer	CHC + Met	18	97.40740741	90	5	0	1604.4
EW09	panc. cancer	CHC + Met	34	96.2962963	100	5	0	768.6
EW31	panc. cancer	Sham (Gal+Met)	-1	100	100	5	0	499.38
EW31	panc. cancer	Sham (Gal+Met)	0	97.76951673	28.27225131	4	3	1656.9
EW31	panc. cancer	Sham (Gal+Met)	1	97.39776952	104.7120419	5	1	992.46
EW31	panc. cancer	Sham (Gal+Met)	2	97.76951673	101.5706806	5	0	1201.2
EW31	panc. cancer	Sham (Gal+Met)	4	97.0260223	28.27225131	5	1	1407
EW31	panc. cancer	Sham (Gal+Met)	18	96.65427509	95.81151832	4	0	1908.06
EW31	panc. cancer	Sham (Gal+Met)	34	92.56505576	60.20942408	5	0	2349.9
EW35	panc. cancer	Sham (Gal+Met)	-1	100	100	4	0	1173.9
EW35	panc. cancer	Sham (Gal+Met)	0	100.3937008	44.44444444	4	3	2667.42
EW35	panc. cancer	Sham (Gal+Met)	1	99.21259843	105.8201058	4	0	2343.18
EW35	panc. cancer	Sham (Gal+Met)	2	98.03149606	105.8201058	4	0	2314.62
EW35	panc. cancer	Sham (Gal+Met)	4	98.03149606	79.89417989	5	0	1528.8
EW35	panc. cancer	Sham (Gal+Met)	18	98.03149606	105.8201058	6	0	1354.5
EW35	panc. cancer	Sham (Gal+Met)	34	96.8503937	91.53439153	5	0	2024.4
EW36	panc. cancer	Sham (Gal+Met)	-1	100	100	5	0	769.86
EW36	panc. cancer	Sham (Gal+Met)	0	102.1367521	52.4691358	5	0	1042.86
EW36	panc. cancer	Sham (Gal+Met)	1	99.14529915	77.77777778	4	0	691.74
EW36	panc. cancer	Sham (Gal+Met)	2	99.57264957	69.13580247	5	0	533.4
EW36	panc. cancer	Sham (Gal+Met)	4	97.86324786	8.024691358	5	0	1345.26
EW36	panc. cancer	Sham (Gal+Met)	18	101.7094017	123.4567901	5	0	1435.56
EW36	panc. cancer	Sham (Gal+Met)	34	97.86324786	46.91358025	5	0	2333.52
EW40	panc. cancer	Sham (Gal+Met)	-1	100	100	4	0	648.9
EW40	panc. cancer	Sham (Gal+Met)	0	101.1538462	1.704545455	4	3	2267.58
EW40	panc. cancer	Sham (Gal+Met)	1	101.1538462	103.4090909	4	0	884.1
EW40	panc. cancer	Sham (Gal+Met)	2	102.3076923	69.31818182	5	0	442.68
EW40	panc. cancer	Sham (Gal+Met)	4	103.0769231	86.36363636	4	0	670.32
EW40	panc. cancer	Sham (Gal+Met)	18	101.5384615	113.6363636	6	0	459.9
EW40	panc. cancer	Sham (Gal+Met)	34	96.92307692	50.56818182	4	0	1301.16
EW41	panc. cancer	Sham (Gal+Met)	-1	100	100	5	0	664.02
EW41	panc. cancer	Sham (Gal+Met)	0	101.4925373	49.69325153	4	3	1629.6
EW41	panc. cancer	Sham (Gal+Met)	1	101.4925373	122.6993865	5	0	1352.4
EW41	panc. cancer	Sham (Gal+Met)	2	103.7313433	122.6993865	5	0	1068.9
EW41	panc. cancer	Sham (Gal+Met)	4	101.4925373	92.02453988	5	0	1257.48
EW41	panc. cancer	Sham (Gal+Met)	18	101.4925373	122.6993865	4	0	1186.92
EW41	panc. cancer	Sham (Gal+Met)	34	99.62686567	90.79754601	5	0	1302
EW32	panc. cancer	Met+ Gallo	-1	100	100	5	0	634.2
EW32	panc. cancer	Met+ Gallo	0	95.3125	31.70731707	4	3	856.8
EW32	panc. cancer	Met+ Gallo	1	96.484375	121.9512195	5	0	1204.98
EW32	panc. cancer	Met+ Gallo	2	95.3125	121.9512195	5	0	639.66
EW32	panc. cancer	Met+ Gallo	4	89.84375	1.829268293	5	3	1788.36
EW32	panc. cancer	Met+ Gallo	18	94.140625	15.85365854	6	0	3065.16
EW32	panc. cancer	Met+ Gallo	34	95.703125	121.9512195	6	0	2114.7
EW37	panc. cancer	Met+ Gallo	-1	100	100	5	0	580.86
EW37	panc. cancer	Met+ Gallo	0	101.9011407	43	4	3	1224.72
EW37	panc. cancer	Met+ Gallo	1	101.5209125	100	5	0	812.28
EW37	panc. cancer	Met+ Gallo	2	101.1406844	100	5	0	729.12
EW37	panc. cancer	Met+ Gallo	4	96.19771863	0	1	3	2352.42
EW37	panc. cancer	Met+ Gallo	18	96.19771863	0	5	0	2957.22
EW37	panc. cancer	Met+ Gallo	34	96.19771863	100	5	0	1588.86
EW38	panc. cancer	Met+ Gallo	-1	100	100	4	0	675.36
EW38	panc. cancer	Met+ Gallo	0	103.0567686	12.90322581	3	3	997.5
EW38	panc. cancer	Met+ Gallo	1	103.4934498	107.5268817	5	0	1397.76
EW38	panc. cancer	Met+ Gallo	2	101.7467249	103.7634409	5	0	831.6
EW38	panc. cancer	Met+ Gallo	4	102.6200873	5.913978495	5	0	835.38
EW38	panc. cancer	Met+ Gallo	18	101.3100437	0	4	0	1197
EW38	panc. cancer	Met+ Gallo	34	101.3100437	11.29032258	4	0	1085.7
EW43	panc. cancer	Met+ Gallo	-1	100	100	6	0	668.64
EW43	panc. cancer	Met+ Gallo	0	97.77777778	0	6	3	1352.82
EW43	panc. cancer	Met+ Gallo	1	98.51851852	129.0322581	6	0	1193.64
EW43	panc. cancer	Met+ Gallo	2	98.88888889	129.0322581	6	0	1271.34
EW43	panc. cancer	Met+ Gallo	4	95.18518519	0	5	0	2420.46
EW43	panc. cancer	Met+ Gallo	18	94.07407407	1.290322581	5	0	2615.34
EW43	panc. cancer	Met+ Gallo	34	97.77777778	118.7096774	5	0	2073.12
EW45	panc. cancer	Met+ Gallo	-1	100	100	5	0	918.12
EW45	panc. cancer	Met+ Gallo	0	99.6	4.575163399	4	3	2146.2
EW45	panc. cancer	Met+ Gallo	1	100	130.7189542	5	0	1006.32
EW45	panc. cancer	Met+ Gallo	2	101.6	130.7189542	4	0	653.94
EW45	panc. cancer	Met+ Gallo	4	101.6	49.01960784	4	0	1362.48
EW45	panc. cancer	Met+ Gallo	18	99.2	0	4	0	2558.22
EW45	panc. cancer	Met+ Gallo	34	95.6	0	6	0	1379.28
EW47	panc. cancer	Met+ Gallo	-1	100	100	4	0	599.34
EW47	panc. cancer	Met+ Gallo	0	94.37229437	6	4	3	685.02
EW47	panc. cancer	Met+ Gallo	1	100.4329004	96.5	5	0	1777.02
EW47	panc. cancer	Met+ Gallo	2	97.83549784	97	5	0	889.14
EW47	panc. cancer	Met+ Gallo	4	94.80519481	0	6	3	2378.04
EW47	panc. cancer	Met+ Gallo	18	97.83549784	23.5	6	0	957.18
EW47	panc. cancer	Met+ Gallo	34	98.26839827	100	6	0	1008
EW50	panc. cancer	Met+ Gallo	-1	100	100	5	0	325.92
EW50	panc. cancer	Met+ Gallo	0	94.8	0	1	3	1312.5
EW50	panc. cancer	Met+ Gallo	1	100	58.69565217	5	0	866.88
EW50	panc. cancer	Met+ Gallo	2	100.4	102.7173913	5	0	1087.8
EW50	panc. cancer	Met+ Gallo	4	97.2	3.260869565	5	3	1750.14
EW50	panc. cancer	Met+ Gallo	18	96.4	0	4	0	2542.68
EW50	panc. cancer	Met+ Gallo	34	96.4	108.6956522	5	0	1163.82
